21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-11960.0,5616.0,-14592.0,-12206.0,-15549.0,-1762.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-21088.0,21924.0,-10408.0,13497.0,25332.0,-6135.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-20560.0,16908.0,-5200.0,19844.0,10114.0,-268.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-22892.0,19180.0,-1580.0,-24782.0,-32768.0,31864.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-14516.0,17988.0,-8652.0,9172.0,-6821.0,-3219.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-16056.0,14832.0,-1832.0,4891.0,32767.0,-8478.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-13324.0,17308.0,-1016.0,-2814.0,-17347.0,-7412.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-8568.0,10992.0,-3196.0,5390.0,-8891.0,-3883.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-14676.0,15004.0,-3748.0,7536.0,21857.0,-3194.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-17016.0,17080.0,2908.0,7305.0,8992.0,4005.0,82.0,27.4,1723.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-17028.0,13108.0,-4920.0,-8143.0,-28137.0,5030.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-15308.0,15064.0,-8924.0,-13334.0,11256.0,-6644.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,35.6,-16396.0,9808.0,-2340.0,6626.0,20096.0,-5965.0,82.0,27.4,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-16744.0,12848.0,1456.0,193.0,-13097.0,-4116.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-15924.0,11992.0,-4868.0,-198.0,-32768.0,8695.0,82.0,27.5,1722.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-21280.0,15304.0,-3596.0,8078.0,22431.0,214.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-19684.0,16544.0,1516.0,5035.0,-2895.0,777.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-22528.0,14756.0,-7240.0,-8068.0,-28623.0,5082.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,37.0,-17740.0,14420.0,-6596.0,12006.0,15040.0,-914.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-15488.0,17328.0,2648.0,12374.0,12377.0,47.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-17584.0,16732.0,-3428.0,-4516.0,-21367.0,9606.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-13304.0,12788.0,-11280.0,3858.0,-12795.0,1201.0,82.0,27.4,1723.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-20092.0,11232.0,-3548.0,6075.0,17160.0,-2584.0,82.0,27.4,1723.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-17712.0,17184.0,-428.0,6010.0,-2227.0,2955.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-14180.0,10568.0,-9084.0,-5424.0,-12340.0,2694.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-18948.0,12600.0,-6084.0,11122.0,17675.0,-450.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-12420.0,8716.0,248.0,4550.0,11250.0,-3464.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-16700.0,14224.0,-7700.0,-1241.0,12350.0,1588.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-18740.0,14484.0,-2892.0,3764.0,20156.0,1707.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-20988.0,16160.0,-2252.0,-5201.0,6386.0,-2636.0,82.0,27.4,1724.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-19084.0,14608.0,-11008.0,1350.0,-6430.0,9403.0,82.0,27.5,1724.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-15456.0,10224.0,-10604.0,9410.0,15932.0,1674.0,82.0,27.5,1725.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-12816.0,18012.0,-380.0,-1251.0,-635.0,-1419.0,82.0,27.4,1725.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-23536.0,17176.0,-10796.0,-4709.0,-32768.0,19124.0,82.0,27.5,1723.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-15832.0,12132.0,-9504.0,-12815.0,-27889.0,12761.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-15728.0,17196.0,-4800.0,16830.0,11585.0,-4262.0,82.0,27.4,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-13948.0,17088.0,1596.0,10841.0,12471.0,-3542.0,82.0,27.4,1724.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-22704.0,19476.0,-9020.0,-13827.0,-17071.0,-2993.0,82.0,27.4,1722.0,
21.894871,-102.3218,0,5.37,259.4,25.2,40.0,-14440.0,10200.0,-10200.0,9611.0,321.0,-4039.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,29.4,-15968.0,14660.0,-2572.0,7845.0,23344.0,-5973.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,29.4,-20664.0,18236.0,-3844.0,-8531.0,-2975.0,-5512.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.2,29.4,-13488.0,8956.0,-8456.0,-9517.0,-9402.0,-1682.0,82.0,27.4,1722.0,
21.894871,-102.3218,0,5.37,259.4,25.2,29.4,-20324.0,14308.0,-2832.0,3132.0,16698.0,2393.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,29.4,-16620.0,13992.0,-708.0,5954.0,16627.0,1168.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.4,284.0,13912.0,7952.0,8408.0,4054.0,-1525.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-728.0,15044.0,12812.0,-2281.0,12534.0,6250.0,82.0,27.4,1722.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-9328.0,-1244.0,7348.0,-10831.0,1890.0,-17891.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-7828.0,3868.0,6212.0,9331.0,4184.0,12353.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-27204.0,-3444.0,15884.0,-2590.0,5506.0,5692.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-12776.0,5408.0,672.0,5376.0,-31444.0,-6484.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-15684.0,10008.0,-4544.0,12228.0,12014.0,2090.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.3,28.3,-20756.0,6840.0,-2552.0,-6040.0,24557.0,1591.0,82.0,27.5,1719.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-25904.0,16928.0,-5852.0,-2165.0,-30229.0,-6667.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-18036.0,12132.0,-7480.0,-12821.0,-18403.0,-1491.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-22508.0,20932.0,-564.0,16729.0,18213.0,-1519.0,82.0,27.4,1725.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-25352.0,16828.0,3420.0,-715.0,4073.0,4596.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-24072.0,22148.0,-6672.0,-3653.0,-32750.0,-13035.0,82.0,27.5,1721.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-12164.0,16464.0,-10104.0,4704.0,2219.0,-1127.0,82.0,27.4,1721.0,
21.894871,-102.3218,0,5.37,259.4,24.8,36.4,-16220.0,11216.0,-5260.0,12770.0,27214.0,2.0,82.0,27.5,1720.0,
21.894871,-102.3218,0,5.37,259.4,25.2,39.3,-21012.0,15064.0,2916.0,300.0,14734.0,-3540.0,82.0,27.5,1720.0,
